ISO,FILENAME,MEAN_VALUE
VNM,h4,100.0
VNM,t1,100.0
HUN,h3,100.0
HUN,t5,0.0
HUN,t3,0.0
HUN,t2,0.0
HUN,a3,0.0
HUN,cr2,36.0
HUN,cr4,36.0
HUN,p2,100.0
HUN,a1,100.0
HUN,t6,0.0
HUN,h2,100.0
HUN,cv5b,12.0
HUN,a2,0.0
HUN,h1,100.0
HUN,t4,0.0
HUN,h5,100.0
HUN,cr1,5.0
HUN,h6,
HUN,h4,100.0
HUN,t1,100.0
KAZ,h3,100.0
KAZ,t5,0.0
KAZ,t3,0.0
KAZ,t2,0.0
KAZ,a3,0.0
KAZ,cr2,33.0
KAZ,cr4,33.0
KAZ,p2,100.0
KAZ,a1,100.0
KAZ,t6,0.0
KAZ,h2,100.0
KAZ,cv5b,12.0
KAZ,a2,0.0
KAZ,h1,100.0
KAZ,t4,0.0
KAZ,h5,100.0
KAZ,cr1,5.0
KAZ,h6,
KAZ,h4,100.0
KAZ,t1,100.0
DEU,h3,100.0
DEU,t5,0.0
DEU,t3,0.0
DEU,t2,0.0
DEU,a3,0.0
DEU,cr2,72.0
DEU,cr4,72.0
DEU,p2,100.0
DEU,a1,100.0
DEU,t6,0.0
DEU,h2,100.0
DEU,cv5b,12.0
DEU,a2,0.0
DEU,h1,100.0
DEU,t4,0.0
DEU,h5,100.0
DEU,cr1,5.0
DEU,h6,
DEU,h4,100.0
DEU,t1,100.0
ZWE,h3,100.0
ZWE,t5,0.0
ZWE,t3,0.0
ZWE,t2,0.0
ZWE,a3,0.0
ZWE,cr2,5.0
ZWE,cr4,11.0
ZWE,p2,100.0
ZWE,a1,100.0
ZWE,t6,0.0
ZWE,h2,100.0
ZWE,cv5b,12.0
ZWE,a2,0.0
ZWE,h1,100.0
ZWE,t4,0.0
ZWE,h5,100.0
ZWE,cr1,5.0
ZWE,h6,
ZWE,h4,100.0
ZWE,t1,100.0
NGA,h3,100.0
NGA,t5,0.0
NGA,t3,0.0
NGA,t2,0.0
NGA,a3,0.0
NGA,cr2,5.0
NGA,cr4,11.0
NGA,p2,100.0
NGA,a1,100.0
NGA,t6,0.0
NGA,h2,100.0
NGA,cv5b,12.0
NGA,a2,0.0
NGA,h1,100.0
NGA,t4,0.0
NGA,h5,100.0
NGA,cr1,5.0
NGA,h6,
NGA,h4,100.0
NGA,t1,100.0
CRI,h3,100.0
CRI,t5,0.0
CRI,t3,0.0
CRI,t2,0.0
CRI,a3,0.0
CRI,cr2,10.0
CRI,cr4,22.0
CRI,p2,100.0
CRI,a1,100.0
CRI,t6,0.0
CRI,h2,100.0
CRI,cv5b,12.0
CRI,a2,0.0
CRI,h1,100.0
CRI,t4,0.0
CRI,h5,100.0
CRI,cr1,5.0
CRI,h6,
CRI,h4,100.0
CRI,t1,100.0
SAU,h3,100.0
SAU,t5,0.0
SAU,t3,0.0
SAU,t2,0.0
SAU,a3,0.0
SAU,cr2,10.0
SAU,cr4,22.0
SAU,p2,100.0
SAU,a1,100.0
SAU,t6,0.0
SAU,h2,100.0
SAU,cv5b,12.0
SAU,a2,0.0
SAU,h1,100.0
SAU,t4,0.0
SAU,h5,100.0
SAU,cr1,5.0
SAU,h6,
SAU,h4,100.0
SAU,t1,100.0
SOM,h3,100.0
SOM,t5,0.0
SOM,t3,0.0
SOM,t2,0.0
SOM,a3,0.0
SOM,cr2,5.0
SOM,cr4,11.0
SOM,p2,100.0
SOM,a1,100.0
SOM,t6,0.0
SOM,h2,100.0
SOM,cv5b,12.0
SOM,a2,0.0
SOM,h1,100.0
SOM,t4,0.0
SOM,h5,100.0
SOM,cr1,5.0
SOM,h6,
SOM,h4,100.0
SOM,t1,100.0
UZB,h3,100.0
UZB,t5,0.0
UZB,t3,0.0
UZB,t2,0.0
UZB,a3,0.0
UZB,cr2,33.0
UZB,cr4,33.0
UZB,p2,100.0
UZB,a1,100.0
UZB,t6,0.0
UZB,h2,100.0
UZB,cv5b,12.0
UZB,a2,0.0
UZB,h1,100.0
UZB,t4,0.0
UZB,h5,100.0
UZB,cr1,5.0
UZB,h6,
UZB,h4,100.0
UZB,t1,100.0
SUR,h3,100.0
SUR,t5,0.0
SUR,t3,0.0
SUR,t2,0.0
SUR,a3,0.0
SUR,cr2,10.0
SUR,cr4,22.0
SUR,p2,100.0
SUR,a1,100.0
SUR,t6,0.0
SUR,h2,100.0
SUR,cv5b,12.0
SUR,a2,0.0
SUR,h1,100.0
SUR,t4,0.0
SUR,h5,100.0
SUR,cr1,5.0
SUR,h6,
SUR,h4,100.0
SUR,t1,100.0
FIN,h3,100.0
FIN,t5,0.0
FIN,t3,0.0
FIN,t2,0.0
FIN,a3,0.0
FIN,cr2,72.0
FIN,cr4,72.0
FIN,p2,100.0
FIN,a1,100.0
FIN,t6,0.0
FIN,h2,100.0
FIN,cv5b,12.0
FIN,a2,0.0
FIN,h1,100.0
FIN,t4,0.0
FIN,h5,100.0
FIN,cr1,5.0
FIN,h6,
FIN,h4,100.0
FIN,t1,100.0
ETH,h3,100.0
ETH,t5,0.0
ETH,t3,0.0
ETH,t2,0.0
ETH,a3,0.0
ETH,cr2,5.0
ETH,cr4,11.0
ETH,p2,100.0
ETH,a1,100.0
ETH,t6,0.0
ETH,h2,100.0
ETH,cv5b,12.0
ETH,a2,0.0
ETH,h1,100.0
ETH,t4,0.0
ETH,h5,100.0
ETH,cr1,5.0
ETH,h6,
ETH,h4,100.0
ETH,t1,100.0
POL,h3,100.0
POL,t5,0.0
POL,t3,0.0
POL,t2,0.0
POL,a3,0.0
POL,cr2,36.0
POL,cr4,36.0
POL,p2,100.0
POL,a1,100.0
POL,t6,0.0
POL,h2,100.0
POL,cv5b,12.0
POL,a2,0.0
POL,h1,100.0
POL,t4,0.0
POL,h5,100.0
POL,cr1,5.0
POL,h6,
POL,h4,100.0
POL,t1,100.0
CIV,h3,100.0
CIV,t5,0.0
CIV,t3,0.0
CIV,t2,0.0
CIV,a3,0.0
CIV,cr2,5.0
CIV,cr4,11.0
CIV,p2,100.0
CIV,a1,100.0
CIV,t6,0.0
CIV,h2,100.0
CIV,cv5b,12.0
CIV,a2,0.0
CIV,h1,100.0
CIV,t4,0.0
CIV,h5,100.0
CIV,cr1,5.0
CIV,h6,
CIV,h4,100.0
CIV,t1,100.0
LKA,h3,100.0
LKA,t5,0.0
LKA,t3,0.0
LKA,t2,0.0
LKA,a3,0.0
LKA,cr2,33.0
LKA,cr4,33.0
LKA,p2,100.0
LKA,a1,100.0
LKA,t6,0.0
LKA,h2,100.0
LKA,cv5b,12.0
LKA,a2,0.0
LKA,h1,100.0
LKA,t4,0.0
LKA,h5,100.0
LKA,cr1,5.0
LKA,h6,
LKA,h4,100.0
LKA,t1,100.0
COG,h3,100.0
COG,t5,0.0
COG,t3,0.0
COG,t2,0.0
COG,a3,0.0
COG,cr2,5.0
COG,cr4,11.0
COG,p2,100.0
COG,a1,100.0
COG,t6,0.0
COG,h2,100.0
COG,cv5b,12.0
COG,a2,0.0
COG,h1,100.0
COG,t4,0.0
COG,h5,100.0
COG,cr1,5.0
COG,h6,
COG,h4,100.0
COG,t1,100.0
CUB,h3,100.0
CUB,t5,0.0
CUB,t3,0.0
CUB,t2,0.0
CUB,a3,0.0
CUB,cr2,10.0
CUB,cr4,22.0
CUB,p2,100.0
CUB,a1,100.0
CUB,t6,0.0
CUB,h2,100.0
CUB,cv5b,12.0
CUB,a2,0.0
CUB,h1,100.0
CUB,t4,0.0
CUB,h5,100.0
CUB,cr1,5.0
CUB,h6,
CUB,h4,100.0
CUB,t1,100.0
BGD,h3,100.0
BGD,t5,0.0
BGD,t3,0.0
BGD,t2,0.0
BGD,a3,0.0
BGD,cr2,33.0
BGD,cr4,33.0
BGD,p2,100.0
BGD,a1,100.0
BGD,t6,0.0
BGD,h2,100.0
BGD,cv5b,12.0
BGD,a2,0.0
BGD,h1,100.0
BGD,t4,0.0
BGD,h5,100.0
BGD,cr1,5.0
BGD,h6,
BGD,h4,100.0
BGD,t1,100.0
KOR,h3,100.0
KOR,t5,0.0
KOR,t3,0.0
KOR,t2,0.0
KOR,a3,0.0
KOR,cr2,10.0
KOR,cr4,10.0
KOR,p2,100.0
KOR,a1,100.0
KOR,t6,0.0
KOR,h2,100.0
KOR,cv5b,12.0
KOR,a2,0.0
KOR,h1,100.0
KOR,t4,0.0
KOR,h5,100.0
KOR,cr1,5.0
KOR,h6,
KOR,h4,100.0
KOR,t1,100.0
AUS,h3,100.0
AUS,t5,0.0
AUS,t3,0.0
AUS,t2,0.0
AUS,a3,0.0
AUS,cr2,72.0
AUS,cr4,72.0
AUS,p2,100.0
AUS,a1,100.0
AUS,t6,0.0
AUS,h2,100.0
AUS,cv5b,12.0
AUS,a2,0.0
AUS,h1,100.0
AUS,t4,0.0
AUS,h5,100.0
AUS,cr1,5.0
AUS,h6,
AUS,h4,100.0
AUS,t1,100.0
TJK,h3,100.0
TJK,t5,0.0
TJK,t3,0.0
TJK,t2,0.0
TJK,a3,0.0
TJK,cr2,33.0
TJK,cr4,33.0
TJK,p2,100.0
TJK,a1,100.0
TJK,t6,0.0
TJK,h2,100.0
TJK,cv5b,12.0
TJK,a2,0.0
TJK,h1,100.0
TJK,t4,0.0
TJK,h5,100.0
TJK,cr1,5.0
TJK,h6,
TJK,h4,100.0
TJK,t1,100.0
GRD,h3,100.0
GRD,t5,0.0
GRD,t3,0.0
GRD,t2,0.0
GRD,a3,0.0
GRD,cr2,10.0
GRD,cr4,22.0
GRD,p2,100.0
GRD,a1,100.0
GRD,t6,0.0
GRD,h2,100.0
GRD,cv5b,12.0
GRD,a2,0.0
GRD,h1,100.0
GRD,t4,0.0
GRD,h5,100.0
GRD,cr1,5.0
GRD,h6,
GRD,h4,100.0
GRD,t1,100.0
SGP,h3,100.0
SGP,t5,0.0
SGP,t3,0.0
SGP,t2,0.0
SGP,a3,0.0
SGP,cr2,10.0
SGP,cr4,10.0
SGP,p2,100.0
SGP,a1,100.0
SGP,t6,0.0
SGP,h2,100.0
SGP,cv5b,12.0
SGP,a2,0.0
SGP,h1,100.0
SGP,t4,0.0
SGP,h5,100.0
SGP,cr1,5.0
SGP,h6,
SGP,h4,100.0
SGP,t1,100.0
CHE,h3,100.0
CHE,t5,0.0
CHE,t3,0.0
CHE,t2,0.0
CHE,a3,0.0
CHE,cr2,72.0
CHE,cr4,72.0
CHE,p2,100.0
CHE,a1,100.0
CHE,t6,0.0
CHE,h2,100.0
CHE,cv5b,12.0
CHE,a2,0.0
CHE,h1,100.0
CHE,t4,0.0
CHE,h5,100.0
CHE,cr1,5.0
CHE,h6,
CHE,h4,100.0
CHE,t1,100.0
TUR,h3,100.0
TUR,t5,0.0
TUR,t3,0.0
TUR,t2,0.0
TUR,a3,0.0
TUR,cr2,10.0
TUR,cr4,22.0
TUR,p2,100.0
TUR,a1,100.0
TUR,t6,0.0
TUR,h2,100.0
TUR,cv5b,12.0
TUR,a2,0.0
TUR,h1,100.0
TUR,t4,0.0
TUR,h5,100.0
TUR,cr1,5.0
TUR,h6,
TUR,h4,100.0
TUR,t1,100.0
KIR,h3,100.0
KIR,t5,0.0
KIR,t3,0.0
KIR,t2,0.0
KIR,a3,0.0
KIR,cr2,5.0
KIR,cr4,11.0
KIR,p2,100.0
KIR,a1,100.0
KIR,t6,0.0
KIR,h2,100.0
KIR,cv5b,12.0
KIR,a2,0.0
KIR,h1,100.0
KIR,t4,0.0
KIR,h5,100.0
KIR,cr1,5.0
KIR,h6,
KIR,h4,100.0
KIR,t1,100.0
ZMB,h3,100.0
ZMB,t5,0.0
ZMB,t3,0.0
ZMB,t2,0.0
ZMB,a3,0.0
ZMB,cr2,5.0
ZMB,cr4,11.0
ZMB,p2,100.0
ZMB,a1,100.0
ZMB,t6,0.0
ZMB,h2,100.0
ZMB,cv5b,12.0
ZMB,a2,0.0
ZMB,h1,100.0
ZMB,t4,0.0
ZMB,h5,100.0
ZMB,cr1,5.0
ZMB,h6,
ZMB,h4,100.0
ZMB,t1,100.0
CAN,h3,100.0
CAN,t5,0.0
CAN,t3,0.0
CAN,t2,0.0
CAN,a3,0.0
CAN,cr2,5.0
CAN,cr4,72.0
CAN,p2,100.0
CAN,a1,100.0
CAN,t6,0.0
CAN,h2,100.0
CAN,cv5b,12.0
CAN,a2,0.0
CAN,h1,100.0
CAN,t4,0.0
CAN,h5,100.0
CAN,cr1,5.0
CAN,h6,
CAN,h4,100.0
CAN,t1,100.0
FRA,h3,100.0
FRA,t5,0.0
FRA,t3,0.0
FRA,t2,0.0
FRA,a3,0.0
FRA,cr2,72.0
FRA,cr4,72.0
FRA,p2,100.0
FRA,a1,100.0
FRA,t6,0.0
FRA,h2,100.0
FRA,cv5b,12.0
FRA,a2,0.0
FRA,h1,100.0
FRA,t4,0.0
FRA,h5,100.0
FRA,cr1,5.0
FRA,h6,
FRA,h4,100.0
FRA,t1,100.0
ERI,h3,100.0
ERI,t5,0.0
ERI,t3,0.0
ERI,t2,0.0
ERI,a3,0.0
ERI,cr2,5.0
ERI,cr4,11.0
ERI,p2,100.0
ERI,a1,100.0
ERI,t6,0.0
ERI,h2,100.0
ERI,cv5b,12.0
ERI,a2,0.0
ERI,h1,100.0
ERI,t4,0.0
ERI,h5,100.0
ERI,cr1,5.0
ERI,h6,
ERI,h4,100.0
ERI,t1,100.0
ZAF,h3,100.0
ZAF,t5,0.0
ZAF,t3,0.0
ZAF,t2,0.0
ZAF,a3,0.0
ZAF,cr2,5.0
ZAF,cr4,11.0
ZAF,p2,100.0
ZAF,a1,100.0
ZAF,t6,0.0
ZAF,h2,100.0
ZAF,cv5b,12.0
ZAF,a2,0.0
ZAF,h1,100.0
ZAF,t4,0.0
ZAF,h5,100.0
ZAF,cr1,5.0
ZAF,h6,
ZAF,h4,100.0
ZAF,t1,100.0
MDG,h3,100.0
MDG,t5,0.0
MDG,t3,0.0
MDG,t2,0.0
MDG,a3,0.0
MDG,cr2,5.0
MDG,cr4,11.0
MDG,p2,100.0
MDG,a1,100.0
MDG,t6,0.0
MDG,h2,100.0
MDG,cv5b,12.0
MDG,a2,0.0
MDG,h1,100.0
MDG,t4,0.0
MDG,h5,100.0
MDG,cr1,5.0
MDG,h6,
MDG,h4,100.0
MDG,t1,100.0
ATG,h3,100.0
ATG,t5,0.0
ATG,t3,0.0
ATG,t2,0.0
ATG,a3,0.0
ATG,cr2,10.0
ATG,cr4,22.0
ATG,p2,100.0
ATG,a1,100.0
ATG,t6,0.0
ATG,h2,100.0
ATG,cv5b,12.0
ATG,a2,0.0
ATG,h1,100.0
ATG,t4,0.0
ATG,h5,100.0
ATG,cr1,5.0
ATG,h6,
ATG,h4,100.0
ATG,t1,100.0
GTM,h3,100.0
GTM,t5,0.0
GTM,t3,0.0
GTM,t2,0.0
GTM,a3,0.0
GTM,cr2,10.0
GTM,cr4,22.0
GTM,p2,100.0
GTM,a1,100.0
GTM,t6,0.0
GTM,h2,100.0
GTM,cv5b,12.0
GTM,a2,0.0
GTM,h1,100.0
GTM,t4,0.0
GTM,h5,100.0
GTM,cr1,5.0
GTM,h6,
GTM,h4,100.0
GTM,t1,100.0
EST,h3,100.0
EST,t5,0.0
EST,t3,0.0
EST,t2,0.0
EST,a3,0.0
EST,cr2,36.0
EST,cr4,36.0
EST,p2,100.0
EST,a1,100.0
EST,t6,0.0
EST,h2,100.0
EST,cv5b,12.0
EST,a2,0.0
EST,h1,100.0
EST,t4,0.0
EST,h5,100.0
EST,cr1,5.0
EST,h6,
EST,h4,100.0
EST,t1,100.0
ARG,h3,100.0
ARG,t5,0.0
ARG,t3,0.0
ARG,t2,0.0
ARG,a3,0.0
ARG,cr2,10.0
ARG,cr4,22.0
ARG,p2,100.0
ARG,a1,100.0
ARG,t6,0.0
ARG,h2,100.0
ARG,cv5b,12.0
ARG,a2,0.0
ARG,h1,100.0
ARG,t4,0.0
ARG,h5,100.0
ARG,cr1,5.0
ARG,h6,
ARG,h4,100.0
ARG,t1,100.0
EGY,h3,100.0
EGY,t5,0.0
EGY,t3,0.0
EGY,t2,0.0
EGY,a3,0.0
EGY,cr2,10.0
EGY,cr4,22.0
EGY,p2,100.0
EGY,a1,100.0
EGY,t6,0.0
EGY,h2,100.0
EGY,cv5b,12.0
EGY,a2,0.0
EGY,h1,100.0
EGY,t4,0.0
EGY,h5,100.0
EGY,cr1,5.0
EGY,h6,
EGY,h4,100.0
EGY,t1,100.0
CPV,h3,100.0
CPV,t5,0.0
CPV,t3,0.0
CPV,t2,0.0
CPV,a3,0.0
CPV,cr2,5.0
CPV,cr4,11.0
CPV,p2,100.0
CPV,a1,100.0
CPV,t6,0.0
CPV,h2,100.0
CPV,cv5b,12.0
CPV,a2,0.0
CPV,h1,100.0
CPV,t4,0.0
CPV,h5,100.0
CPV,cr1,5.0
CPV,h6,
CPV,h4,100.0
CPV,t1,100.0
LUX,h3,100.0
LUX,t5,0.0
LUX,t3,0.0
LUX,t2,0.0
LUX,a3,0.0
LUX,cr2,72.0
LUX,cr4,72.0
LUX,p2,100.0
LUX,a1,100.0
LUX,t6,0.0
LUX,h2,100.0
LUX,cv5b,12.0
LUX,a2,0.0
LUX,h1,100.0
LUX,t4,0.0
LUX,h5,100.0
LUX,cr1,5.0
LUX,h6,
LUX,h4,100.0
LUX,t1,100.0
MNG,h3,100.0
MNG,t5,0.0
MNG,t3,0.0
MNG,t2,0.0
MNG,a3,0.0
MNG,cr2,33.0
MNG,cr4,33.0
MNG,p2,100.0
MNG,a1,100.0
MNG,t6,0.0
MNG,h2,100.0
MNG,cv5b,12.0
MNG,a2,0.0
MNG,h1,100.0
MNG,t4,0.0
MNG,h5,100.0
MNG,cr1,5.0
MNG,h6,
MNG,h4,100.0
MNG,t1,100.0
IDN,h3,100.0
IDN,t5,0.0
IDN,t3,0.0
IDN,t2,0.0
IDN,a3,0.0
IDN,cr2,33.0
IDN,cr4,33.0
IDN,p2,100.0
IDN,a1,100.0
IDN,t6,0.0
IDN,h2,100.0
IDN,cv5b,12.0
IDN,a2,0.0
IDN,h1,100.0
IDN,t4,0.0
IDN,h5,100.0
IDN,cr1,5.0
IDN,h6,
IDN,h4,100.0
IDN,t1,100.0
IRL,h3,100.0
IRL,t5,0.0
IRL,t3,0.0
IRL,t2,0.0
IRL,a3,0.0
IRL,cr2,72.0
IRL,cr4,72.0
IRL,p2,100.0
IRL,a1,100.0
IRL,t6,0.0
IRL,h2,100.0
IRL,cv5b,12.0
IRL,a2,0.0
IRL,h1,100.0
IRL,t4,0.0
IRL,h5,100.0
IRL,cr1,5.0
IRL,h6,
IRL,h4,100.0
IRL,t1,100.0
MNE,h3,100.0
MNE,t5,0.0
MNE,t3,0.0
MNE,t2,0.0
MNE,a3,0.0
MNE,cr2,36.0
MNE,cr4,36.0
MNE,p2,100.0
MNE,a1,100.0
MNE,t6,0.0
MNE,h2,100.0
MNE,cv5b,12.0
MNE,a2,0.0
MNE,h1,100.0
MNE,t4,0.0
MNE,h5,100.0
MNE,cr1,5.0
MNE,h6,
MNE,h4,100.0
MNE,t1,100.0
LVA,h3,100.0
LVA,t5,0.0
LVA,t3,0.0
LVA,t2,0.0
LVA,a3,0.0
LVA,cr2,36.0
LVA,cr4,36.0
LVA,p2,100.0
LVA,a1,100.0
LVA,t6,0.0
LVA,h2,100.0
LVA,cv5b,12.0
LVA,a2,0.0
LVA,h1,100.0
LVA,t4,0.0
LVA,h5,100.0
LVA,cr1,5.0
LVA,h6,
LVA,h4,100.0
LVA,t1,100.0
AZE,h3,100.0
AZE,t5,0.0
AZE,t3,0.0
AZE,t2,0.0
AZE,a3,0.0
AZE,cr2,33.0
AZE,cr4,33.0
AZE,p2,100.0
AZE,a1,100.0
AZE,t6,0.0
AZE,h2,100.0
AZE,cv5b,12.0
AZE,a2,0.0
AZE,h1,100.0
AZE,t4,0.0
AZE,h5,100.0
AZE,cr1,5.0
AZE,h6,
AZE,h4,100.0
AZE,t1,100.0
BEN,h3,100.0
BEN,t5,0.0
BEN,t3,0.0
BEN,t2,0.0
BEN,a3,0.0
BEN,cr2,5.0
BEN,cr4,11.0
BEN,p2,100.0
BEN,a1,100.0
BEN,t6,0.0
BEN,h2,100.0
BEN,cv5b,12.0
BEN,a2,0.0
BEN,h1,100.0
BEN,t4,0.0
BEN,h5,100.0
BEN,cr1,5.0
BEN,h6,
BEN,h4,100.0
BEN,t1,100.0
LBN,h3,100.0
LBN,t5,0.0
LBN,t3,0.0
LBN,t2,0.0
LBN,a3,0.0
LBN,cr2,10.0
LBN,cr4,22.0
LBN,p2,100.0
LBN,a1,100.0
LBN,t6,0.0
LBN,h2,100.0
LBN,cv5b,12.0
LBN,a2,0.0
LBN,h1,100.0
LBN,t4,0.0
LBN,h5,100.0
LBN,cr1,5.0
LBN,h6,
LBN,h4,100.0
LBN,t1,100.0
GEO,h3,100.0
GEO,t5,0.0
GEO,t3,0.0
GEO,t2,0.0
GEO,a3,0.0
GEO,cr2,33.0
GEO,cr4,33.0
GEO,p2,100.0
GEO,a1,100.0
GEO,t6,0.0
GEO,h2,100.0
GEO,cv5b,12.0
GEO,a2,0.0
GEO,h1,100.0
GEO,t4,0.0
GEO,h5,100.0
GEO,cr1,5.0
GEO,h6,
GEO,h4,100.0
GEO,t1,100.0
CHL,h3,100.0
CHL,t5,0.0
CHL,t3,0.0
CHL,t2,0.0
CHL,a3,0.0
CHL,cr2,10.0
CHL,cr4,22.0
CHL,p2,100.0
CHL,a1,100.0
CHL,t6,0.0
CHL,h2,100.0
CHL,cv5b,12.0
CHL,a2,0.0
CHL,h1,100.0
CHL,t4,0.0
CHL,h5,100.0
CHL,cr1,5.0
CHL,h6,
CHL,h4,100.0
CHL,t1,100.0
SDN,h3,100.0
SDN,t5,0.0
SDN,t3,0.0
SDN,t2,0.0
SDN,a3,0.0
SDN,cr2,5.0
SDN,cr4,11.0
SDN,p2,100.0
SDN,a1,100.0
SDN,t6,0.0
SDN,h2,100.0
SDN,cv5b,12.0
SDN,a2,0.0
SDN,h1,100.0
SDN,t4,0.0
SDN,h5,100.0
SDN,cr1,5.0
SDN,h6,
SDN,h4,100.0
SDN,t1,100.0
SEN,h3,100.0
SEN,t5,0.0
SEN,t3,0.0
SEN,t2,0.0
SEN,a3,0.0
SEN,cr2,5.0
SEN,cr4,11.0
SEN,p2,100.0
SEN,a1,100.0
SEN,t6,0.0
SEN,h2,100.0
SEN,cv5b,12.0
SEN,a2,0.0
SEN,h1,100.0
SEN,t4,0.0
SEN,h5,100.0
SEN,cr1,5.0
SEN,h6,
SEN,h4,100.0
SEN,t1,100.0
MOZ,h3,100.0
MOZ,t5,0.0
MOZ,t3,0.0
MOZ,t2,0.0
MOZ,a3,0.0
MOZ,cr2,5.0
MOZ,cr4,11.0
MOZ,p2,100.0
MOZ,a1,100.0
MOZ,t6,0.0
MOZ,h2,100.0
MOZ,cv5b,12.0
MOZ,a2,0.0
MOZ,h1,100.0
MOZ,t4,0.0
MOZ,h5,100.0
MOZ,cr1,5.0
MOZ,h6,
MOZ,h4,100.0
MOZ,t1,100.0
JPN,h3,100.0
JPN,t5,0.0
JPN,t3,0.0
JPN,t2,0.0
JPN,a3,0.0
JPN,cr2,10.0
JPN,cr4,10.0
JPN,p2,100.0
JPN,a1,100.0
JPN,t6,0.0
JPN,h2,100.0
JPN,cv5b,12.0
JPN,a2,0.0
JPN,h1,100.0
JPN,t4,0.0
JPN,h5,100.0
JPN,cr1,5.0
JPN,h6,
JPN,h4,100.0
JPN,t1,100.0
SVK,h3,100.0
SVK,t5,0.0
SVK,t3,0.0
SVK,t2,0.0
SVK,a3,0.0
SVK,cr2,36.0
SVK,cr4,36.0
SVK,p2,100.0
SVK,a1,100.0
SVK,t6,0.0
SVK,h2,100.0
SVK,cv5b,12.0
SVK,a2,0.0
SVK,h1,100.0
SVK,t4,0.0
SVK,h5,100.0
SVK,cr1,5.0
SVK,h6,
SVK,h4,100.0
SVK,t1,100.0
SVN,h3,100.0
SVN,t5,0.0
SVN,t3,0.0
SVN,t2,0.0
SVN,a3,0.0
SVN,cr2,36.0
SVN,cr4,36.0
SVN,p2,100.0
SVN,a1,100.0
SVN,t6,0.0
SVN,h2,100.0
SVN,cv5b,12.0
SVN,a2,0.0
SVN,h1,100.0
SVN,t4,0.0
SVN,h5,100.0
SVN,cr1,5.0
SVN,h6,
SVN,h4,100.0
SVN,t1,100.0
BRA,h3,100.0
BRA,t5,0.0
BRA,t3,0.0
BRA,t2,0.0
BRA,a3,0.0
BRA,cr2,10.0
BRA,cr4,22.0
BRA,p2,100.0
BRA,a1,100.0
BRA,t6,0.0
BRA,h2,100.0
BRA,cv5b,12.0
BRA,a2,0.0
BRA,h1,100.0
BRA,t4,0.0
BRA,h5,100.0
BRA,cr1,5.0
